shipment_id,source,destination,transit_hours,avg_temp_celsius
SHP-1386,Central_Hub_B,Hospital_Pharma_J,14.1,4.12
SHP-1387,Retail_Store_G,Retail_Store_H,23.3,20.58
SHP-1388,Central_Hub_B,Central_Hub_A,17.7,4.5
SHP-1389,Regional_Warehouse_C,Hospital_Pharma_J,8.5,13.52
SHP-1390,Hospital_Pharma_J,Regional_Warehouse_E,6.6,3.5
SHP-1391,Central_Hub_B,Regional_Warehouse_D,15.0,2.28
SHP-1392,Central_Hub_B,Hospital_Pharma_I,4.1,6.08
SHP-1393,Retail_Store_G,Regional_Warehouse_D,23.0,6.06
SHP-1394,Hospital_Pharma_I,Retail_Store_G,19.1,6.1
SHP-1395,Retail_Store_H,Hospital_Pharma_J,9.2,15.03
SHP-1396,Regional_Warehouse_E,Retail_Store_G,2.0,4.27
SHP-1397,Regional_Warehouse_E,Central_Hub_A,20.1,13.1
SHP-1398,Hospital_Pharma_J,Central_Hub_B,11.3,3.88
SHP-1399,Regional_Warehouse_D,Hospital_Pharma_J,19.4,4.19
SHP-1400,Regional_Warehouse_E,Central_Hub_B,2.4,4.48
SHP-1401,Regional_Warehouse_C,Regional_Warehouse_D,8.4,12.63
SHP-1402,Regional_Warehouse_C,Hospital_Pharma_I,12.0,7.24
SHP-1403,Central_Hub_B,Regional_Warehouse_C,12.3,3.48
SHP-1404,Central_Hub_A,Retail_Store_G,9.3,7.74
SHP-1405,Retail_Store_H,Hospital_Pharma_J,15.7,3.06
SHP-1406,Regional_Warehouse_E,Central_Hub_A,5.6,2.99
SHP-1407,Regional_Warehouse_D,Regional_Warehouse_E,11.1,4.16
SHP-1408,Regional_Warehouse_E,Retail_Store_H,12.7,14.79
SHP-1409,Central_Hub_B,Regional_Warehouse_D,15.1,7.09
SHP-1410,Regional_Warehouse_E,Regional_Warehouse_D,16.3,3.82
SHP-1411,Retail_Store_G,Central_Hub_B,5.3,14.0
SHP-1412,Hospital_Pharma_I,Regional_Warehouse_D,2.8,22.6
SHP-1413,Regional_Warehouse_C,Regional_Warehouse_E,19.7,18.81
SHP-1414,Regional_Warehouse_C,Central_Hub_B,14.0,3.04
SHP-1415,Central_Hub_A,Regional_Warehouse_C,7.5,3.63
SHP-1416,Regional_Warehouse_E,Hospital_Pharma_J,21.3,1.64
SHP-1417,Retail_Store_H,Central_Hub_B,12.7,5.84
SHP-1418,Retail_Store_H,Regional_Warehouse_E,19.1,6.76
SHP-1419,Retail_Store_G,Regional_Warehouse_E,12.4,3.82
SHP-1420,Hospital_Pharma_I,Hospital_Pharma_J,24.4,3.94
SHP-1421,Retail_Store_H,Hospital_Pharma_J,22.5,4.61
SHP-1422,Central_Hub_B,Central_Hub_A,10.5,5.57
SHP-1423,Retail_Store_G,Retail_Store_F,17.8,4.17
SHP-1424,Hospital_Pharma_J,Regional_Warehouse_E,15.9,4.7
SHP-1425,Central_Hub_A,Central_Hub_B,20.2,14.76
SHP-1426,Regional_Warehouse_D,Central_Hub_A,6.2,1.5
SHP-1427,Regional_Warehouse_E,Central_Hub_A,16.1,3.36
SHP-1428,Regional_Warehouse_C,Retail_Store_H,18.4,1.05
SHP-1429,Hospital_Pharma_I,Retail_Store_H,2.0,1.25
SHP-1430,Regional_Warehouse_E,Regional_Warehouse_C,4.9,5.66
SHP-1431,Hospital_Pharma_J,Retail_Store_G,2.0,4.45
SHP-1432,Retail_Store_H,Central_Hub_B,10.4,13.25
SHP-1433,Retail_Store_H,Retail_Store_F,16.3,5.01
SHP-1434,Retail_Store_G,Retail_Store_F,21.0,4.71
SHP-1435,Retail_Store_F,Central_Hub_B,12.4,2.92
SHP-1436,Regional_Warehouse_C,Retail_Store_F,21.8,7.8
SHP-1437,Retail_Store_G,Retail_Store_H,3.7,4.3
SHP-1438,Regional_Warehouse_E,Retail_Store_G,2.0,2.89
SHP-1439,Hospital_Pharma_I,Central_Hub_A,11.7,3.61
SHP-1440,Retail_Store_H,Central_Hub_B,14.3,1.58
SHP-1441,Retail_Store_F,Regional_Warehouse_E,11.8,4.98
SHP-1442,Retail_Store_F,Central_Hub_B,2.0,3.09
SHP-1443,Retail_Store_G,Hospital_Pharma_I,11.5,3.27
SHP-1444,Central_Hub_A,Hospital_Pharma_I,4.2,2.52
SHP-1445,Retail_Store_H,Retail_Store_G,16.0,4.06
SHP-1446,Central_Hub_A,Regional_Warehouse_D,14.2,3.75
SHP-1447,Hospital_Pharma_I,Retail_Store_F,6.4,5.99
SHP-1448,Hospital_Pharma_J,Retail_Store_H,8.9,3.66
SHP-1449,Retail_Store_H,Central_Hub_A,5.6,3.52
SHP-1450,Regional_Warehouse_D,Regional_Warehouse_E,11.6,2.67
SHP-1451,Hospital_Pharma_I,Regional_Warehouse_C,17.7,2.55
SHP-1452,Regional_Warehouse_E,Retail_Store_H,6.1,17.0
SHP-1453,Retail_Store_H,Central_Hub_B,15.0,2.65
SHP-1454,Central_Hub_A,Regional_Warehouse_D,8.8,4.84
SHP-1455,Regional_Warehouse_C,Regional_Warehouse_E,7.2,14.89
SHP-1456,Hospital_Pharma_I,Central_Hub_A,11.4,18.59
SHP-1457,Hospital_Pharma_I,Retail_Store_G,5.8,6.12
SHP-1458,Central_Hub_B,Regional_Warehouse_D,8.7,4.34
SHP-1459,Central_Hub_B,Retail_Store_H,4.8,4.85
SHP-1460,Central_Hub_B,Regional_Warehouse_C,23.8,4.76
SHP-1461,Retail_Store_H,Regional_Warehouse_E,12.2,1.8
SHP-1462,Hospital_Pharma_I,Regional_Warehouse_E,7.8,3.56
SHP-1463,Retail_Store_G,Retail_Store_H,13.3,14.17
SHP-1464,Retail_Store_H,Regional_Warehouse_D,11.3,4.21
SHP-1465,Retail_Store_H,Hospital_Pharma_I,10.7,4.0
SHP-1466,Regional_Warehouse_C,Retail_Store_G,15.7,2.52
SHP-1467,Regional_Warehouse_D,Hospital_Pharma_I,16.5,3.09
SHP-1468,Regional_Warehouse_C,Central_Hub_B,8.8,8.35
SHP-1469,Regional_Warehouse_E,Retail_Store_G,8.5,2.96
SHP-1470,Retail_Store_F,Hospital_Pharma_I,10.3,2.4
SHP-1471,Regional_Warehouse_E,Central_Hub_A,2.0,4.57
SHP-1472,Regional_Warehouse_E,Hospital_Pharma_J,2.9,5.48
SHP-1473,Hospital_Pharma_J,Retail_Store_H,20.2,7.13
SHP-1474,Regional_Warehouse_C,Retail_Store_H,21.9,2.42
SHP-1475,Hospital_Pharma_I,Retail_Store_H,10.5,4.85
SHP-1476,Retail_Store_F,Hospital_Pharma_J,15.5,14.47
SHP-1477,Hospital_Pharma_I,Hospital_Pharma_J,13.9,4.92
SHP-1478,Retail_Store_G,Retail_Store_H,30.5,4.48
SHP-1479,Retail_Store_F,Regional_Warehouse_D,18.7,4.32
SHP-1480,Regional_Warehouse_D,Retail_Store_G,11.2,2.96
SHP-1481,Regional_Warehouse_D,Retail_Store_G,6.3,4.77
SHP-1482,Central_Hub_A,Retail_Store_F,2.4,4.35
SHP-1483,Retail_Store_H,Retail_Store_G,13.2,1.74
SHP-1484,Retail_Store_G,Regional_Warehouse_C,7.5,4.89
SHP-1485,Retail_Store_H,Central_Hub_A,3.5,3.54
SHP-1486,Regional_Warehouse_C,Hospital_Pharma_I,8.1,3.45
SHP-1487,Hospital_Pharma_J,Retail_Store_F,5.5,4.56
SHP-1488,Central_Hub_B,Retail_Store_H,22.1,2.24
SHP-1489,Central_Hub_B,Hospital_Pharma_I,17.3,3.3
SHP-1490,Retail_Store_H,Central_Hub_A,12.0,5.79
SHP-1491,Regional_Warehouse_C,Retail_Store_G,20.9,4.29
SHP-1492,Regional_Warehouse_C,Central_Hub_B,12.5,16.77
SHP-1493,Retail_Store_H,Regional_Warehouse_E,6.8,3.36
SHP-1494,Retail_Store_F,Retail_Store_G,21.1,4.27
SHP-1495,Central_Hub_B,Retail_Store_F,15.2,4.11
SHP-1496,Hospital_Pharma_I,Retail_Store_G,5.8,5.29
SHP-1497,Retail_Store_F,Retail_Store_H,10.9,6.28
SHP-1498,Hospital_Pharma_I,Central_Hub_A,6.7,14.78
SHP-1499,Hospital_Pharma_J,Central_Hub_B,3.7,3.89
SHP-1500,Regional_Warehouse_D,Regional_Warehouse_E,17.6,3.03
SHP-1501,Regional_Warehouse_D,Central_Hub_B,23.5,5.89
SHP-1502,Retail_Store_G,Central_Hub_B,3.6,3.2
SHP-1503,Central_Hub_B,Retail_Store_H,15.4,7.21
SHP-1504,Regional_Warehouse_C,Regional_Warehouse_E,8.1,3.82
SHP-1505,Central_Hub_A,Hospital_Pharma_J,9.1,3.44
SHP-1506,Retail_Store_F,Central_Hub_A,8.4,1.53
SHP-1507,Regional_Warehouse_E,Retail_Store_F,6.8,4.83
SHP-1508,Retail_Store_F,Retail_Store_G,12.3,3.21
SHP-1509,Regional_Warehouse_C,Regional_Warehouse_D,7.0,5.57
SHP-1510,Hospital_Pharma_I,Retail_Store_G,13.6,5.06
SHP-1511,Hospital_Pharma_J,Regional_Warehouse_C,11.7,3.54
SHP-1512,Regional_Warehouse_C,Hospital_Pharma_J,10.6,3.96
SHP-1513,Central_Hub_B,Retail_Store_G,6.6,3.8
SHP-1514,Hospital_Pharma_J,Regional_Warehouse_D,8.5,5.64
SHP-1515,Retail_Store_H,Regional_Warehouse_C,16.5,2.82
SHP-1516,Regional_Warehouse_D,Retail_Store_H,15.0,3.74
SHP-1517,Regional_Warehouse_E,Retail_Store_H,6.1,4.28
SHP-1518,Regional_Warehouse_E,Central_Hub_A,12.6,4.33
SHP-1519,Retail_Store_H,Regional_Warehouse_E,16.5,2.36
SHP-1520,Hospital_Pharma_I,Regional_Warehouse_C,2.0,2.6
SHP-1521,Central_Hub_B,Retail_Store_H,15.3,2.22
SHP-1522,Retail_Store_F,Regional_Warehouse_E,8.0,2.87
SHP-1523,Retail_Store_G,Regional_Warehouse_E,15.4,5.8
SHP-1524,Retail_Store_H,Regional_Warehouse_E,7.4,7.12
SHP-1525,Regional_Warehouse_D,Retail_Store_G,2.0,4.63
SHP-1526,Retail_Store_H,Central_Hub_B,2.2,2.16
SHP-1527,Regional_Warehouse_D,Retail_Store_G,12.3,5.49
SHP-1528,Hospital_Pharma_J,Retail_Store_F,13.6,2.5
SHP-1529,Hospital_Pharma_J,Regional_Warehouse_E,6.6,3.88
SHP-1530,Regional_Warehouse_E,Central_Hub_A,15.8,12.4
SHP-1531,Retail_Store_G,Regional_Warehouse_E,2.0,3.35
SHP-1532,Central_Hub_A,Hospital_Pharma_J,11.6,3.06
SHP-1533,Hospital_Pharma_J,Retail_Store_H,4.7,16.08
SHP-1534,Regional_Warehouse_E,Regional_Warehouse_D,8.1,3.77
SHP-1535,Hospital_Pharma_J,Retail_Store_F,12.3,5.37
SHP-1536,Regional_Warehouse_D,Hospital_Pharma_J,6.8,2.19
SHP-1537,Hospital_Pharma_J,Regional_Warehouse_E,9.7,4.03
SHP-1538,Regional_Warehouse_C,Central_Hub_B,18.0,5.78
SHP-1539,Central_Hub_A,Regional_Warehouse_E,8.5,12.32
SHP-1540,Retail_Store_H,Central_Hub_A,17.0,3.1
SHP-1541,Hospital_Pharma_J,Retail_Store_F,5.2,5.66
SHP-1542,Regional_Warehouse_C,Central_Hub_B,15.2,6.53
SHP-1543,Regional_Warehouse_E,Retail_Store_F,20.6,4.02
SHP-1544,Retail_Store_G,Regional_Warehouse_C,2.0,1.88
SHP-1545,Regional_Warehouse_D,Regional_Warehouse_C,7.2,5.37
SHP-1546,Hospital_Pharma_I,Retail_Store_F,15.5,4.75
SHP-1547,Hospital_Pharma_I,Hospital_Pharma_J,10.8,5.76
SHP-1548,Regional_Warehouse_E,Regional_Warehouse_C,14.2,4.74
SHP-1549,Regional_Warehouse_E,Retail_Store_H,8.4,4.73
SHP-1550,Regional_Warehouse_E,Retail_Store_F,12.5,3.48
SHP-1551,Central_Hub_B,Retail_Store_H,11.1,3.89
SHP-1552,Central_Hub_B,Regional_Warehouse_C,19.0,4.55
SHP-1553,Regional_Warehouse_D,Retail_Store_G,13.5,4.18
SHP-1554,Hospital_Pharma_I,Retail_Store_F,14.0,4.11
SHP-1555,Central_Hub_B,Retail_Store_G,9.5,1.78
SHP-1556,Central_Hub_A,Regional_Warehouse_E,9.1,5.08
SHP-1557,Hospital_Pharma_I,Central_Hub_B,9.4,2.59
SHP-1558,Retail_Store_H,Retail_Store_F,14.4,3.9
SHP-1559,Regional_Warehouse_E,Retail_Store_G,9.5,5.54
SHP-1560,Retail_Store_F,Central_Hub_B,13.7,4.7
SHP-1561,Regional_Warehouse_D,Retail_Store_H,24.5,0.46
SHP-1562,Central_Hub_A,Hospital_Pharma_I,17.2,23.3
SHP-1563,Retail_Store_F,Regional_Warehouse_D,10.0,4.25
SHP-1564,Central_Hub_B,Retail_Store_H,19.2,22.83
SHP-1565,Regional_Warehouse_E,Retail_Store_G,9.6,8.95
SHP-1566,Central_Hub_B,Regional_Warehouse_C,2.0,16.14
SHP-1567,Central_Hub_A,Hospital_Pharma_J,6.0,1.95
SHP-1568,Regional_Warehouse_E,Retail_Store_H,2.0,6.46
SHP-1569,Central_Hub_B,Hospital_Pharma_J,9.9,5.26
SHP-1570,Regional_Warehouse_D,Hospital_Pharma_I,12.1,6.46
SHP-1571,Regional_Warehouse_C,Retail_Store_G,22.1,3.24
SHP-1572,Retail_Store_H,Retail_Store_F,14.0,5.28
SHP-1573,Hospital_Pharma_I,Retail_Store_G,10.7,6.42
SHP-1574,Hospital_Pharma_J,Regional_Warehouse_C,17.0,5.84
SHP-1575,Retail_Store_G,Central_Hub_B,2.0,5.02
SHP-1576,Retail_Store_H,Retail_Store_G,13.4,3.71
SHP-1577,Regional_Warehouse_E,Central_Hub_A,16.6,4.45
SHP-1578,Retail_Store_F,Regional_Warehouse_D,3.1,10.08
SHP-1579,Retail_Store_H,Hospital_Pharma_J,18.9,5.43
SHP-1580,Regional_Warehouse_D,Retail_Store_F,14.0,10.58
SHP-1581,Central_Hub_B,Retail_Store_F,9.5,3.08
SHP-1582,Hospital_Pharma_I,Retail_Store_F,15.8,4.65
SHP-1583,Central_Hub_A,Retail_Store_G,25.6,12.62
SHP-1584,Regional_Warehouse_E,Regional_Warehouse_D,13.1,2.53
SHP-1585,Central_Hub_B,Retail_Store_H,13.5,4.34
SHP-1586,Central_Hub_B,Regional_Warehouse_D,9.2,7.08
SHP-1587,Hospital_Pharma_J,Central_Hub_A,6.9,6.31
SHP-1588,Central_Hub_A,Retail_Store_F,17.0,1.3
SHP-1589,Regional_Warehouse_D,Regional_Warehouse_C,6.9,4.63
SHP-1590,Hospital_Pharma_J,Regional_Warehouse_D,12.4,4.95
SHP-1591,Central_Hub_B,Hospital_Pharma_I,9.1,5.5
SHP-1592,Regional_Warehouse_D,Hospital_Pharma_J,14.9,8.01
SHP-1593,Regional_Warehouse_D,Retail_Store_F,14.0,4.1
SHP-1594,Regional_Warehouse_C,Central_Hub_A,18.2,4.05
SHP-1595,Regional_Warehouse_E,Regional_Warehouse_C,8.9,17.37
SHP-1596,Regional_Warehouse_C,Hospital_Pharma_I,10.4,3.03
SHP-1597,Regional_Warehouse_E,Regional_Warehouse_C,6.1,2.36
SHP-1598,Central_Hub_B,Central_Hub_A,9.3,17.79
SHP-1599,Regional_Warehouse_C,Central_Hub_A,14.3,6.45
SHP-1600,Retail_Store_F,Regional_Warehouse_D,16.5,2.64
SHP-1601,Hospital_Pharma_J,Retail_Store_F,6.5,23.93
SHP-1602,Central_Hub_A,Regional_Warehouse_C,17.2,4.04
SHP-1603,Regional_Warehouse_E,Central_Hub_A,20.1,17.19
SHP-1604,Regional_Warehouse_C,Retail_Store_G,14.5,3.96
SHP-1605,Hospital_Pharma_I,Central_Hub_B,23.3,3.52
SHP-1606,Central_Hub_B,Retail_Store_H,7.4,2.81
SHP-1607,Retail_Store_H,Retail_Store_F,4.5,3.73
SHP-1608,Hospital_Pharma_I,Central_Hub_B,2.0,3.18
SHP-1609,Retail_Store_H,Hospital_Pharma_I,21.0,4.9
SHP-1610,Regional_Warehouse_D,Central_Hub_A,15.9,5.83
SHP-1611,Hospital_Pharma_I,Regional_Warehouse_E,11.7,2.57
SHP-1612,Retail_Store_H,Central_Hub_A,13.7,5.74
SHP-1613,Central_Hub_A,Retail_Store_H,5.2,3.59
SHP-1614,Retail_Store_G,Hospital_Pharma_J,26.7,16.23
SHP-1615,Central_Hub_B,Retail_Store_H,12.8,2.78
SHP-1616,Retail_Store_H,Central_Hub_B,12.7,4.91
SHP-1617,Central_Hub_B,Retail_Store_F,16.4,5.72
SHP-1618,Hospital_Pharma_J,Regional_Warehouse_C,14.9,4.61
SHP-1619,Central_Hub_B,Regional_Warehouse_C,13.3,7.47
SHP-1620,Regional_Warehouse_E,Hospital_Pharma_I,7.3,6.07
SHP-1621,Retail_Store_F,Retail_Store_G,14.8,3.68
SHP-1622,Hospital_Pharma_J,Hospital_Pharma_I,23.3,4.42
SHP-1623,Regional_Warehouse_E,Retail_Store_H,20.1,0.25
SHP-1624,Hospital_Pharma_I,Retail_Store_G,21.6,5.72
SHP-1625,Central_Hub_B,Hospital_Pharma_J,8.9,14.94
SHP-1626,Hospital_Pharma_I,Regional_Warehouse_D,6.1,3.15
SHP-1627,Retail_Store_G,Retail_Store_H,11.2,10.64
SHP-1628,Regional_Warehouse_D,Retail_Store_G,12.3,6.78
SHP-1629,Retail_Store_F,Retail_Store_H,18.6,5.09
SHP-1630,Retail_Store_G,Hospital_Pharma_J,2.0,4.95
SHP-1631,Central_Hub_B,Retail_Store_F,21.2,3.52
SHP-1632,Retail_Store_G,Retail_Store_F,11.1,4.95
SHP-1633,Regional_Warehouse_E,Retail_Store_F,9.4,5.49
SHP-1634,Regional_Warehouse_C,Retail_Store_H,5.9,4.13
SHP-1635,Central_Hub_B,Hospital_Pharma_J,2.1,11.44
SHP-1636,Central_Hub_B,Hospital_Pharma_J,16.9,16.99
SHP-1637,Retail_Store_G,Central_Hub_B,12.4,7.09
SHP-1638,Retail_Store_F,Regional_Warehouse_C,4.3,1.97
SHP-1639,Hospital_Pharma_I,Central_Hub_A,4.2,11.76
SHP-1640,Hospital_Pharma_J,Hospital_Pharma_I,10.0,18.86
SHP-1641,Hospital_Pharma_I,Retail_Store_F,22.0,4.36
SHP-1642,Central_Hub_B,Retail_Store_G,10.4,4.29
SHP-1643,Retail_Store_F,Retail_Store_G,3.0,7.48
SHP-1644,Central_Hub_A,Regional_Warehouse_E,10.5,5.78
SHP-1645,Hospital_Pharma_J,Regional_Warehouse_E,10.4,17.9
SHP-1646,Retail_Store_F,Central_Hub_B,2.0,6.6
SHP-1647,Hospital_Pharma_J,Hospital_Pharma_I,11.7,5.61
SHP-1648,Regional_Warehouse_D,Regional_Warehouse_C,10.6,15.36
SHP-1649,Retail_Store_H,Regional_Warehouse_D,16.2,2.85
SHP-1650,Central_Hub_B,Retail_Store_F,23.1,7.91
SHP-1651,Hospital_Pharma_I,Retail_Store_F,18.8,3.98
SHP-1652,Central_Hub_B,Regional_Warehouse_E,10.4,2.49
SHP-1653,Hospital_Pharma_J,Regional_Warehouse_D,5.4,5.05
SHP-1654,Retail_Store_G,Hospital_Pharma_I,27.4,3.69
SHP-1655,Hospital_Pharma_J,Hospital_Pharma_I,12.4,5.01
SHP-1656,Central_Hub_A,Regional_Warehouse_E,12.1,5.47
SHP-1657,Central_Hub_A,Regional_Warehouse_C,11.9,6.24
SHP-1658,Regional_Warehouse_E,Hospital_Pharma_J,13.2,1.66
SHP-1659,Retail_Store_F,Hospital_Pharma_J,11.1,1.19
SHP-1660,Central_Hub_A,Regional_Warehouse_C,8.6,5.87
SHP-1661,Regional_Warehouse_C,Retail_Store_G,8.7,17.83
SHP-1662,Central_Hub_B,Regional_Warehouse_C,11.8,11.32
SHP-1663,Central_Hub_A,Central_Hub_B,8.7,3.88
SHP-1664,Hospital_Pharma_I,Regional_Warehouse_D,7.7,3.17
SHP-1665,Retail_Store_G,Hospital_Pharma_J,12.6,19.5
SHP-1666,Retail_Store_H,Retail_Store_F,10.5,5.74
SHP-1667,Regional_Warehouse_C,Retail_Store_F,21.0,4.28
SHP-1668,Regional_Warehouse_E,Retail_Store_F,2.0,5.27
SHP-1669,Hospital_Pharma_J,Central_Hub_B,18.5,3.79
SHP-1670,Central_Hub_A,Regional_Warehouse_C,19.5,3.83
SHP-1671,Regional_Warehouse_C,Central_Hub_A,2.0,3.42
SHP-1672,Central_Hub_B,Regional_Warehouse_E,9.9,3.0
SHP-1673,Retail_Store_H,Retail_Store_G,9.8,5.04
SHP-1674,Retail_Store_H,Hospital_Pharma_J,3.6,4.2
SHP-1675,Retail_Store_G,Regional_Warehouse_E,7.3,6.59
SHP-1676,Regional_Warehouse_D,Hospital_Pharma_I,5.3,4.65
SHP-1677,Central_Hub_B,Retail_Store_F,22.5,25.0
SHP-1678,Retail_Store_G,Central_Hub_B,17.6,4.87
SHP-1679,Regional_Warehouse_E,Retail_Store_H,19.6,4.34
SHP-1680,Hospital_Pharma_I,Regional_Warehouse_E,16.3,7.84
SHP-1681,Central_Hub_A,Regional_Warehouse_D,5.2,3.71
SHP-1682,Retail_Store_G,Central_Hub_A,8.9,5.19
SHP-1683,Central_Hub_A,Regional_Warehouse_D,14.9,3.27
SHP-1684,Regional_Warehouse_E,Regional_Warehouse_D,4.7,14.88
SHP-1685,Regional_Warehouse_C,Regional_Warehouse_E,16.3,4.59
SHP-1686,Regional_Warehouse_E,Retail_Store_F,10.6,15.43
SHP-1687,Central_Hub_B,Central_Hub_A,9.8,3.77
SHP-1688,Retail_Store_H,Retail_Store_G,16.3,4.5
SHP-1689,Regional_Warehouse_C,Hospital_Pharma_J,14.7,3.13
SHP-1690,Retail_Store_G,Hospital_Pharma_I,9.8,6.44
SHP-1691,Regional_Warehouse_D,Hospital_Pharma_I,19.0,2.41
SHP-1692,Hospital_Pharma_I,Retail_Store_F,5.5,14.57
SHP-1693,Central_Hub_B,Retail_Store_G,15.7,7.02
SHP-1694,Central_Hub_A,Retail_Store_G,15.6,12.17
SHP-1695,Central_Hub_A,Retail_Store_H,10.1,6.06
SHP-1696,Central_Hub_B,Retail_Store_F,14.0,3.82
SHP-1697,Hospital_Pharma_J,Retail_Store_G,4.5,10.23
SHP-1698,Hospital_Pharma_J,Retail_Store_G,17.5,18.68
SHP-1699,Retail_Store_G,Regional_Warehouse_E,10.9,2.29
SHP-1700,Central_Hub_B,Retail_Store_G,8.9,6.25
SHP-1701,Central_Hub_A,Retail_Store_F,18.3,21.93
SHP-1702,Regional_Warehouse_C,Retail_Store_H,7.8,13.11
SHP-1703,Retail_Store_F,Central_Hub_B,3.5,3.81
SHP-1704,Retail_Store_G,Central_Hub_B,2.7,3.62
SHP-1705,Regional_Warehouse_D,Retail_Store_G,15.6,14.33
SHP-1706,Hospital_Pharma_J,Retail_Store_G,4.3,1.71
SHP-1707,Hospital_Pharma_I,Central_Hub_B,22.5,1.61
SHP-1708,Retail_Store_G,Regional_Warehouse_E,2.0,8.79
SHP-1709,Retail_Store_F,Regional_Warehouse_D,22.2,4.68
SHP-1710,Retail_Store_F,Regional_Warehouse_C,13.3,19.76
SHP-1711,Central_Hub_B,Hospital_Pharma_I,11.4,5.34
SHP-1712,Central_Hub_B,Hospital_Pharma_I,8.7,17.06
SHP-1713,Hospital_Pharma_I,Regional_Warehouse_D,14.4,13.86
SHP-1714,Retail_Store_F,Hospital_Pharma_J,11.8,3.99
SHP-1715,Regional_Warehouse_C,Regional_Warehouse_D,18.6,3.72
SHP-1716,Central_Hub_B,Regional_Warehouse_C,12.7,6.3
SHP-1717,Regional_Warehouse_E,Regional_Warehouse_D,12.9,15.96
SHP-1718,Regional_Warehouse_C,Hospital_Pharma_J,9.8,5.13
SHP-1719,Central_Hub_B,Regional_Warehouse_C,11.7,4.04
SHP-1720,Retail_Store_H,Hospital_Pharma_J,13.8,5.38
SHP-1721,Hospital_Pharma_J,Retail_Store_H,2.0,3.78
SHP-1722,Hospital_Pharma_J,Retail_Store_F,3.9,3.72
SHP-1723,Retail_Store_F,Regional_Warehouse_C,16.5,19.4
SHP-1724,Retail_Store_H,Central_Hub_B,13.0,1.94
SHP-1725,Retail_Store_H,Hospital_Pharma_J,10.9,3.66
SHP-1726,Regional_Warehouse_E,Hospital_Pharma_J,12.1,3.35
SHP-1727,Hospital_Pharma_J,Central_Hub_A,14.1,13.07
SHP-1728,Retail_Store_F,Hospital_Pharma_I,8.8,16.79
SHP-1729,Central_Hub_B,Regional_Warehouse_E,7.3,4.64
SHP-1730,Retail_Store_H,Hospital_Pharma_J,13.2,2.46
SHP-1731,Central_Hub_A,Hospital_Pharma_J,6.1,3.17
SHP-1732,Retail_Store_F,Regional_Warehouse_E,14.4,4.6
SHP-1733,Central_Hub_B,Hospital_Pharma_J,2.0,5.95
SHP-1734,Hospital_Pharma_J,Hospital_Pharma_I,18.2,5.17
SHP-1735,Retail_Store_G,Retail_Store_H,14.8,1.58
SHP-1736,Hospital_Pharma_J,Hospital_Pharma_I,13.5,4.69
SHP-1737,Central_Hub_A,Retail_Store_H,17.9,4.68
SHP-1738,Hospital_Pharma_J,Regional_Warehouse_D,22.0,20.57
SHP-1739,Retail_Store_F,Retail_Store_H,18.1,13.36
SHP-1740,Hospital_Pharma_I,Regional_Warehouse_C,2.0,3.55
SHP-1741,Central_Hub_A,Retail_Store_H,4.3,18.88
SHP-1742,Central_Hub_B,Retail_Store_F,8.3,4.77
SHP-1743,Central_Hub_B,Hospital_Pharma_I,12.2,3.96
SHP-1744,Regional_Warehouse_C,Central_Hub_A,15.1,5.31
SHP-1745,Regional_Warehouse_D,Retail_Store_H,7.6,14.61
SHP-1746,Retail_Store_H,Hospital_Pharma_I,13.1,19.0
SHP-1747,Hospital_Pharma_I,Regional_Warehouse_C,7.5,2.8
SHP-1748,Retail_Store_F,Hospital_Pharma_J,8.3,3.79
SHP-1749,Regional_Warehouse_E,Retail_Store_G,3.6,3.13
SHP-1750,Retail_Store_G,Retail_Store_F,6.5,3.3
SHP-1751,Hospital_Pharma_J,Central_Hub_A,3.9,5.51
SHP-1752,Retail_Store_F,Central_Hub_B,6.1,4.3
SHP-1753,Retail_Store_F,Central_Hub_B,18.3,7.32
SHP-1754,Hospital_Pharma_I,Retail_Store_G,6.3,14.35
SHP-1755,Regional_Warehouse_E,Hospital_Pharma_J,27.8,5.56
SHP-1756,Hospital_Pharma_J,Regional_Warehouse_C,15.0,6.57
SHP-1757,Retail_Store_F,Central_Hub_B,13.1,3.52
SHP-1758,Hospital_Pharma_J,Regional_Warehouse_C,6.8,5.14
SHP-1759,Retail_Store_F,Regional_Warehouse_E,16.2,3.96
SHP-1760,Retail_Store_G,Regional_Warehouse_C,8.5,12.81
SHP-1761,Hospital_Pharma_J,Central_Hub_B,12.7,6.09
SHP-1762,Regional_Warehouse_E,Hospital_Pharma_I,27.4,3.02
SHP-1763,Retail_Store_G,Retail_Store_F,11.4,3.88
SHP-1764,Regional_Warehouse_C,Hospital_Pharma_I,18.9,14.21
SHP-1765,Central_Hub_B,Retail_Store_G,7.8,5.95
SHP-1766,Hospital_Pharma_I,Retail_Store_F,11.8,6.42
SHP-1767,Central_Hub_A,Retail_Store_F,22.6,2.16
SHP-1768,Regional_Warehouse_E,Regional_Warehouse_C,8.2,2.54
SHP-1769,Regional_Warehouse_D,Retail_Store_F,22.9,4.83
SHP-1770,Retail_Store_H,Regional_Warehouse_D,16.2,-0.34
SHP-1771,Regional_Warehouse_D,Regional_Warehouse_C,8.6,5.83
SHP-1772,Regional_Warehouse_C,Central_Hub_B,15.8,5.14
SHP-1773,Regional_Warehouse_E,Central_Hub_B,17.8,2.8
SHP-1774,Hospital_Pharma_I,Hospital_Pharma_J,15.7,5.04
